# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-1940"			
"# Timestamp: Mon, 08-Jan-2024 16:00:09"			
Gene ID	Gene Name	NMIBC' vs 'normal' .foldChange	NMIBC' vs 'normal'.pValue
ENSG00000153291	SLC25A27	-0.3	0.227862371
ENSG00000153294	ADGRF4	-0.7	0.424896002
ENSG00000153310	CYRIB	-0.8	2.64E-04
ENSG00000153363	LINC00467	1.3	7.59E-05
ENSG00000153391	INO80C	-0.4	0.010453095
ENSG00000153395	LPCAT1	-0.1	0.768328478
ENSG00000153406	NMRAL1	-0.3	0.263170065
ENSG00000153443	UBALD1	-0.5	0.007011262
ENSG00000153446	C16orf89	0.9	0.06076053
ENSG00000153487	ING1	0.1	0.76624108
ENSG00000153495	TEX29	-1.7	6.30E-09
ENSG00000153531	ADPRHL1	-1.2	0.001340668
ENSG00000153551	CMTM7	1.2	0.012288575
ENSG00000153558	FBXL2	-1.2	1.52E-04
ENSG00000153560	UBP1	-0.7	2.29E-09
ENSG00000153561	RMND5A	0.2	0.527987431
ENSG00000153563	CD8A	-0.5	0.113308411
ENSG00000153574	RPIA	0.5	0.03137613
ENSG00000153707	PTPRD	0.3	0.549276346
ENSG00000153714	LURAP1L	-0.2	0.650086025
ENSG00000153721	CNKSR3	1.1	9.81E-04
ENSG00000153774	CFDP1	-0.1	0.597641052
ENSG00000153786	ZDHHC7	-0.1	0.651497286
ENSG00000153790	C7orf31	0.7	0.083272713
ENSG00000153814	JAZF1	-0.8	2.59E-04
ENSG00000153815	CMIP	-0.6	0.033777046
ENSG00000153820	SPHKAP	-0.6	0.184789984
ENSG00000153822	KCNJ16	1.2	0.043869
ENSG00000153823	PID1	0.1	0.80374519
ENSG00000153827	TRIP12	0.2	0.34172185
ENSG00000153832	FBXO36	0.1	0.737276573
ENSG00000153879	CEBPG	-0.1	0.724192014
ENSG00000153885	KCTD15	0.7	0.003200506
ENSG00000153896	ZNF599	0.9	1.87E-04
ENSG00000153898	MCOLN2	0.8	0.342778
ENSG00000153902	LGI4	0.5	0.088017512
ENSG00000153904	DDAH1	0.7	0.116795077
ENSG00000153914	SREK1	0.4	0.246727215
ENSG00000153922	CHD1	1.2	0.011434513
ENSG00000153930	ANKFN1	1.1	0.018824602
ENSG00000153933	DGKE	-0.9	6.71E-07
ENSG00000153936	HS2ST1	0.4	0.34352796
ENSG00000153944	MSI2	1.2	0.005015253
ENSG00000153956	CACNA2D1	-0.6	0.009293329
ENSG00000153975	ZUP1	0.1	0.720380346
ENSG00000153976	HS3ST3A1	0.1	0.886600464
ENSG00000153982	GDPD1	-0.9	3.30E-05
ENSG00000153993	SEMA3D	0.1	0.893542474
ENSG00000154001	PPP2R5E	-0.5	0.029439029
ENSG00000154016	GRAP	0.5	0.604727399
ENSG00000154025	SLC5A10	0.8	0.329193552
ENSG00000154027	AK5	-0.8	5.71E-04
ENSG00000154040	CABYR	-0.6	0.055037682
ENSG00000154059	IMPACT	0.7	0.070783632
ENSG00000154065	ANKRD29	-1	7.20E-05
ENSG00000154079	SDHAF4	-1.4	9.04E-09
ENSG00000154080	CHST9	1.4	1.57E-07
ENSG00000154096	THY1	-1.4	2.40E-04
ENSG00000154099	DNAAF1	-0.9	0.0025053
ENSG00000154102	C16orf74	0.9	0.001549388
ENSG00000154114	TBCEL	0.5	0.100189794
ENSG00000154118	JPH3	-0.7	0.101867872
ENSG00000154122	ANKH	-0.5	2.34E-05
ENSG00000154124	OTULIN	0.5	0.019489824
ENSG00000154127	UBASH3B	-1.5	2.47E-05
ENSG00000154133	ROBO4	0.3	0.32651379
ENSG00000154134	ROBO3	1.2	2.15E-15
ENSG00000154143	PANX3	1.3	0.067077427
ENSG00000154144	TBRG1	-0.5	0.035223922
ENSG00000154146	NRGN	-1.7	6.04E-04
ENSG00000154162	CDH12	-2	1.37E-08
ENSG00000154174	TOMM70	-0.8	2.12E-12
ENSG00000154175	ABI3BP	0.7	0.027615423
ENSG00000154188	ANGPT1	1.1	0.043650705
ENSG00000154217	PITPNC1	1	0.015178582
ENSG00000154222	CC2D1B	0.1	0.285821962
ENSG00000154227	CERS3	0.5	0.559429926
ENSG00000154229	PRKCA	0.2	0.498460883
ENSG00000154237	LRRK1	-0.9	0.012599103
ENSG00000154240	CEP112	0.4	0.211615728
ENSG00000154252	GAL3ST2	0.1	0.889205693
ENSG00000154258	ABCA9	-0.5	0.006885703
ENSG00000154262	ABCA6	1.9	8.70E-17
ENSG00000154263	ABCA10	-1.1	2.14E-05
ENSG00000154265	ABCA5	-0.4	0.206713105
ENSG00000154269	ENPP3	-0.3	0.643584386
ENSG00000154274	C4orf19	1.2	0.011121555
ENSG00000154277	UCHL1	-1.4	0.003224214
ENSG00000154305	MIA3	-0.5	4.39E-06
ENSG00000154309	DISP1	1	0.001612037
ENSG00000154310	TNIK	0.7	0.012680353
ENSG00000154319	FAM167A	0.8	0.083954647
ENSG00000154328	NEIL2	-0.2	0.54811484
ENSG00000154330	PGM5	0.3	0.389166966
ENSG00000154358	OBSCN	-0.6	0.161961968
ENSG00000154359	LONRF1	0.3	0.401490953
ENSG00000154370	TRIM11	-0.5	0.018887571
ENSG00000154380	ENAH	0.9	0.003865007
ENSG00000154429	CCSAP	-0.5	3.08E-04
ENSG00000154447	SH3RF1	0.2	0.570917036
ENSG00000154451	GBP5	-0.1	0.878713945
ENSG00000154473	BUB3	0.2	0.378503719
ENSG00000154478	GPR26	-0.8	0.141915527
ENSG00000154479	CCDC173	-0.1	0.875770661
ENSG00000154485	MMP21	1.1	0.177261646
ENSG00000154493	C10orf90	1.1	0.003847079
ENSG00000154511	DIPK1A	-0.1	0.737276573
ENSG00000154518	ATP5MC3	-1.1	5.63E-08
ENSG00000154529	CNTNAP3B	0.6	0.301692811
ENSG00000154537	ENSG00000154537	-1.8	0.02060353
ENSG00000154548	SRSF12	-0.5	0.041519047
ENSG00000154553	PDLIM3	0.9	0.040227425
ENSG00000154556	SORBS2	-0.8	4.74E-05
ENSG00000154582	ELOC	-0.4	0.034470264
ENSG00000154589	LY96	1.2	0.024371068
ENSG00000154608	CEP170P1	-1.1	0.163870589
ENSG00000154620	TMSB4Y	-0.5	0.498781696
ENSG00000154639	CXADR	0.4	0.220496824
ENSG00000154640	BTG3	0.9	0.005060277
ENSG00000154642	C21orf91	1.6	7.04E-04
ENSG00000154645	CHODL	0.9	0.110485037
ENSG00000154654	NCAM2	-0.2	0.141666799
ENSG00000154655	L3MBTL4	0.2	0.501377975
ENSG00000154678	PDE1C	1.1	0.006411299
ENSG00000154710	RABGEF1	0.8	0.011080647
ENSG00000154719	MRPL39	-0.1	0.65565437
ENSG00000154721	JAM2	0.5	0.041856117
ENSG00000154723	ATP5PF	-0.4	0.090862637
ENSG00000154727	GABPA	1.1	0.004808305
ENSG00000154734	ADAMTS1	1.7	1.22E-09
ENSG00000154736	ADAMTS5	-0.7	0.137883631
ENSG00000154743	TSEN2	-0.5	0.034490972
ENSG00000154760	SLFN13	1.4	6.15E-04
ENSG00000154764	WNT7A	-0.6	7.52E-04
ENSG00000154767	XPC	0.2	0.37320291
ENSG00000154781	CCDC174	0.1	0.846632417
ENSG00000154783	FGD5	-0.1	0.839743198
ENSG00000154803	FLCN	0.2	0.612862155
ENSG00000154814	OXNAD1	-0.3	0.124780814
ENSG00000154822	PLCL2	-1	2.80E-06
ENSG00000154832	CXXC1	0.2	0.539397671
ENSG00000154839	SKA1	-0.7	0.31662233
ENSG00000154845	PPP4R1	0.4	0.063513167
ENSG00000154856	APCDD1	1.1	0.005554641
ENSG00000154864	PIEZO2	1.1	0.010044212
ENSG00000154874	CCDC144B	-0.1	0.885966956
ENSG00000154889	MPPE1	-0.5	0.042589036
ENSG00000154898	CCDC144CP	0.7	0.23280166
ENSG00000154914	USP43	-0.7	3.35E-05
ENSG00000154917	RAB6B	-1.2	9.30E-04
ENSG00000154920	EME1	0.2	0.817702787
ENSG00000154928	EPHB1	0.7	0.046921321
ENSG00000154930	ACSS1	1.2	0.00907949
ENSG00000154945	ANKRD40	1.9	7.13E-08
ENSG00000154957	ZNF18	0.2	0.483611699
ENSG00000154975	CA10	-0.6	0.004912088
ENSG00000154978	VOPP1	-0.2	0.210754634
ENSG00000155008	APOOL	-0.2	0.503973158
ENSG00000155011	DKK2	-0.8	0.096453889
ENSG00000155016	CYP2U1	0.3	0.318541023
ENSG00000155034	FBXL18	-0.6	0.276757858
ENSG00000155052	CNTNAP5	-1.1	0.035819205
ENSG00000155066	PROM2	0.5	0.037852182
ENSG00000155085	AK9	0.4	0.243931363
ENSG00000155087	ODF1	-0.8	0.324409846
ENSG00000155090	KLF10	-0.5	0.206232712
ENSG00000155093	PTPRN2	-1	0.018686068
ENSG00000155096	AZIN1	-0.3	0.125801632
ENSG00000155097	ATP6V1C1	-1.3	3.72E-07
ENSG00000155099	PIP4P2	-0.4	0.154000983
ENSG00000155100	OTUD6B	0.4	0.357355418
ENSG00000155111	CDK19	1.1	0.001677901
ENSG00000155115	GTF3C6	0.8	5.67E-06
ENSG00000155158	TTC39B	-0.7	0.142367709
ENSG00000155189	AGPAT5	0.5	0.128133562
ENSG00000155229	MMS19	-0.3	0.280587689
ENSG00000155252	PI4K2A	-1	1.01E-08
ENSG00000155256	ZFYVE27	-0.8	3.91E-04
ENSG00000155265	GOLGA7B	-0.7	0.01987437
ENSG00000155269	GPR78	0.5	0.468269433
ENSG00000155275	TRMT44	-0.2	0.507841557
ENSG00000155287	SLC25A28	0.2	0.166901074
ENSG00000155304	HSPA13	-0.3	0.199063403
ENSG00000155307	SAMSN1	1.3	0.019257501
ENSG00000155313	USP25	-0.4	0.03064602
ENSG00000155324	GRAMD2B	1.5	4.15E-04
ENSG00000155330	C16orf87	-0.4	0.105705025
ENSG00000155363	MOV10	1	3.81E-05
ENSG00000155366	RHOC	1.1	2.11E-07
ENSG00000155367	PPM1J	-1.1	0.01902802
ENSG00000155368	DBI	0.8	0.002342783
ENSG00000155380	SLC16A1	1.5	3.65E-05
ENSG00000155428	TRIM74	0.9	0.28916226
ENSG00000155438	NIFK	0.4	0.249235893
ENSG00000155463	OXA1L	-0.5	0.002709091
ENSG00000155465	SLC7A7	1.4	0.007684231
ENSG00000155506	LARP1	-0.4	0.048329692
ENSG00000155508	CNOT8	0.2	0.496035271
ENSG00000155511	GRIA1	-0.7	0.017528924
ENSG00000155530	LRGUK	-0.8	0.236194372
ENSG00000155542	SETD9	1.1	0.00610107
ENSG00000155545	MIER3	0.5	0.195852109
ENSG00000155561	NUP205	0.3	0.005806471
ENSG00000155592	ZKSCAN2	-0.1	0.582883341
ENSG00000155621	C9orf85	1	4.71E-04
ENSG00000155629	PIK3AP1	1.8	3.71E-04
ENSG00000155636	RBM45	0.1	0.74819627
ENSG00000155657	TTN	-0.4	0.259574199
ENSG00000155659	VSIG4	2.1	0.00535603
ENSG00000155660	PDIA4	0.9	9.41E-04
ENSG00000155666	KDM8	-0.7	0.002998558
ENSG00000155714	PDZD9	-0.8	0.139237521
ENSG00000155719	OTOA	-1.3	0.026936264
ENSG00000155729	KCTD18	0.8	7.10E-04
ENSG00000155744	FAM126B	-1	1.16E-04
ENSG00000155749	FLACC1	0.5	0.226291516
ENSG00000155754	C2CD6	0.4	0.520957398
ENSG00000155755	TMEM237	-0.2	0.469225334
ENSG00000155760	FZD7	1.1	4.45E-04
ENSG00000155792	DEPTOR	0.7	0.007676387
ENSG00000155816	FMN2	0.1	0.795356064
ENSG00000155827	RNF20	0.4	0.088629081
ENSG00000155846	PPARGC1B	-0.7	0.016187864
ENSG00000155849	ELMO1	-0.7	2.61E-04
ENSG00000155850	SLC26A2	2	1.60E-08
ENSG00000155858	LSM11	-1.1	4.91E-05
ENSG00000155868	MED7	-0.2	0.173962487
ENSG00000155876	RRAGA	-0.7	1.34E-04
ENSG00000155886	SLC24A2	-0.6	0.096641019
ENSG00000155893	PXYLP1	-0.5	0.048854772
ENSG00000155897	ADCY8	0.1	0.654521764
ENSG00000155903	RASA2	-0.1	0.915201168
ENSG00000155906	RMND1	-1	1.39E-05
ENSG00000155926	SLA	1.1	0.052829894
ENSG00000155957	TMBIM4	0.4	0.383168734
ENSG00000155959	VBP1	0.2	0.566426515
ENSG00000155961	RAB39B	-0.7	1.56E-04
ENSG00000155962	CLIC2	0.4	0.369102398
ENSG00000155966	AFF2	-1.2	0.002627722
ENSG00000155970	MICU3	-0.9	0.008086298
ENSG00000155974	GRIP1	-1.3	0.002330088
ENSG00000155980	KIF5A	-0.2	0.655432545
ENSG00000156006	NAT2	-0.9	0.277480711
ENSG00000156011	PSD3	-0.5	0.003088951
ENSG00000156026	MCU	-0.3	0.040704494
ENSG00000156030	MIDEAS	0.4	0.020487071
ENSG00000156042	CFAP70	0.7	0.02051967
ENSG00000156049	GNA14	0.8	0.090440637
ENSG00000156050	FAM161B	-0.5	0.002293233
ENSG00000156052	GNAQ	0.4	0.316628345
ENSG00000156097	GPR61	-1.7	4.23E-05
ENSG00000156103	MMP16	1.1	0.004479923
ENSG00000156110	ADK	-0.1	0.637075981
ENSG00000156113	KCNMA1	-1	1.93E-10
ENSG00000156127	BATF	2.2	0.003708995
ENSG00000156136	DCK	-0.2	0.650285394
ENSG00000156140	ADAMTS3	-1.2	0.002582917
ENSG00000156150	ALX3	0.6	0.523245551
ENSG00000156162	DPY19L4	1	0.022955992
ENSG00000156170	NDUFAF6	-0.3	0.301076432
ENSG00000156171	DRAM2	0.7	0.004997402
ENSG00000156172	C8orf37	0.4	0.357786999
ENSG00000156194	PPEF2	-1.4	0.080021549
ENSG00000156206	CFAP161	-0.6	0.338108411
ENSG00000156218	ADAMTSL3	0.9	8.99E-04
ENSG00000156219	ART3	-0.3	0.300226815
ENSG00000156234	CXCL13	1	0.221543518
ENSG00000156239	N6AMT1	0.1	0.751720016
ENSG00000156253	RWDD2B	-1.2	1.98E-16
ENSG00000156256	USP16	0.4	0.249813176
ENSG00000156261	CCT8	-0.7	4.63E-06
ENSG00000156265	MAP3K7CL	0.4	0.489413695
ENSG00000156273	BACH1	1.2	1.26E-04
ENSG00000156298	TSPAN7	-0.2	0.55695631
ENSG00000156299	TIAM1	-0.8	6.24E-06
ENSG00000156304	SCAF4	0.2	0.138200629
ENSG00000156313	RPGR	0.9	0.003099799
ENSG00000156345	CDK20	-0.7	0.111344232
ENSG00000156374	PCGF6	0.2	0.640707997
ENSG00000156381	ANKRD9	-0.3	0.172466117
ENSG00000156384	SFR1	0.9	0.022293284
ENSG00000156395	SORCS3	-0.6	1.71E-05
ENSG00000156398	SFXN2	0.5	0.036339909
ENSG00000156411	ATP5MJ	-0.8	1.85E-05
ENSG00000156414	TDRD9	0.1	0.742392757
ENSG00000156427	FGF18	-1.2	0.020513923
ENSG00000156453	PCDH1	-0.8	0.03002133
ENSG00000156463	SH3RF2	-2.1	3.22E-09
ENSG00000156467	UQCRB	-0.1	0.651727375
ENSG00000156469	MTERF3	0.1	0.83908494
ENSG00000156471	PTDSS1	-0.6	0.016636124
ENSG00000156475	PPP2R2B	-0.6	2.06E-05
ENSG00000156482	RPL30	0.8	1.28E-05
ENSG00000156486	KCNS2	-2.1	9.79E-08
ENSG00000156500	PABIR3	0.5	0.059117971
ENSG00000156502	SUPV3L1	-0.4	0.039936282
ENSG00000156504	PABIR2	0.2	0.355900834
ENSG00000156508	EEF1A1	0.7	1.78E-06
ENSG00000156509	FBXO43	0.7	0.383496927
ENSG00000156510	HKDC1	0.3	0.646526638
ENSG00000156515	HK1	-1.1	7.18E-04
ENSG00000156521	TYSND1	-0.2	0.621459687
ENSG00000156531	PHF6	0.4	0.254121699
ENSG00000156535	CD109	1.3	0.003979989
ENSG00000156564	LRFN2	-1.3	0.006353135
ENSG00000156574	NODAL	-0.3	0.616239621
ENSG00000156587	UBE2L6	0.4	0.025971982
ENSG00000156599	ZDHHC5	-0.3	0.005975594
ENSG00000156603	MED19	-0.4	0.084282673
ENSG00000156639	ZFAND3	0.7	7.06E-04
ENSG00000156642	NPTN	-1.5	2.09E-08
ENSG00000156650	KAT6B	0.5	0.022772314
ENSG00000156671	SAMD8	0.5	0.095918252
ENSG00000156675	RAB11FIP1	-0.5	0.271215743
ENSG00000156687	UNC5D	-1.7	4.22E-08
ENSG00000156689	GLYATL2	-0.9	0.194821069
ENSG00000156697	UTP14A	-0.3	0.174579842
ENSG00000156709	AIFM1	-0.5	0.006271506
ENSG00000156711	MAPK13	-1.5	5.43E-05
ENSG00000156735	BAG4	-0.5	0.072668715
ENSG00000156787	TBC1D31	-0.1	0.756986066
ENSG00000156795	NTAQ1	0.1	0.66105223
ENSG00000156802	ATAD2	0.1	0.793302116
ENSG00000156804	FBXO32	0.4	0.09952564
ENSG00000156831	NSMCE2	-0.6	0.001998242
ENSG00000156853	ZNF689	-0.4	0.145515306
ENSG00000156858	PRR14	0.3	0.057687959
ENSG00000156860	FBRS	0.4	0.001427818
ENSG00000156869	FRRS1	0.6	0.402605767
ENSG00000156873	PHKG2	-0.7	0.012413315
ENSG00000156875	MFSD14A	-0.3	0.580315833
ENSG00000156876	SASS6	0.7	0.118355985
ENSG00000156885	COX6A2	0.9	0.188033373
ENSG00000156925	ZIC3	1	0.014236806
ENSG00000156928	MALSU1	-0.3	0.161961968
ENSG00000156931	VPS8	-0.4	0.021665745
ENSG00000156958	GALK2	0.5	0.00670034
ENSG00000156959	LHFPL4	-1.1	0.001027991
ENSG00000156966	B3GNT7	2.2	1.34E-10
ENSG00000156970	BUB1B	0.4	0.458969111
ENSG00000156973	PDE6D	0.2	0.446335338
ENSG00000156976	EIF4A2	-0.9	1.87E-04
ENSG00000156983	BRPF1	-0.1	0.694158672
ENSG00000156990	RPUSD3	-0.6	0.091871993
ENSG00000157005	SST	-1.1	0.110670643
ENSG00000157014	TATDN2	-0.2	0.185902357
ENSG00000157017	GHRL	0.2	0.757361973
ENSG00000157021	CIBAR1P1	-1.2	0.002484821
ENSG00000157036	EXOG	-0.2	0.317980536
ENSG00000157045	NTAN1	-0.2	0.426403598
ENSG00000157064	NMNAT2	-1.7	9.88E-05
ENSG00000157077	ZFYVE9	-0.8	2.96E-04
ENSG00000157087	ATP2B2	-1.9	8.10E-09
ENSG00000157093	LYZL4	-1	0.147444935
ENSG00000157103	SLC6A1	-0.2	0.538780732
ENSG00000157106	SMG1	0.3	0.203788364
ENSG00000157107	FCHO2	0.6	0.092651916
ENSG00000157110	RBPMS	1.3	7.00E-05
ENSG00000157111	TMEM171	0.8	0.066817211
ENSG00000157119	KLHL40	0.9	0.23280166
ENSG00000157150	TIMP4	1.8	1.13E-10
ENSG00000157152	SYN2	-1.4	0.007490527
ENSG00000157168	NRG1	-1.1	0.03385925
ENSG00000157181	ODR4	0.9	0.024260381
ENSG00000157184	CPT2	0.9	4.40E-06
ENSG00000157191	NECAP2	0.9	1.02E-08
ENSG00000157193	LRP8	-0.5	1.43E-04
ENSG00000157212	PAXIP1	0.2	0.356325854
ENSG00000157214	STEAP2	-1.3	2.93E-06
ENSG00000157216	SSBP3	-0.7	1.54E-05
ENSG00000157219	HTR5A	-1.5	0.010135109
ENSG00000157224	CLDN12	0.2	0.612862155
ENSG00000157227	MMP14	1.5	0.002084952
ENSG00000157240	FZD1	0.5	0.314899347
ENSG00000157259	GATAD1	0.5	0.113440899
ENSG00000157303	SUSD3	1.2	0.049556215
ENSG00000157306	ZFHX2-AS1	0.5	0.02959404
ENSG00000157315	TMED6	-0.4	0.526422794
ENSG00000157322	CLEC18A	0.8	0.343663561
ENSG00000157326	DHRS4	0.3	0.36728015
ENSG00000157343	ARMC12	1	0.010995369
ENSG00000157350	ST3GAL2	-0.3	0.164550897
ENSG00000157353	FCSK	0.5	0.087043873
ENSG00000157368	IL34	-0.7	0.103302207
ENSG00000157379	DHRS1	0.4	0.071727911
ENSG00000157388	CACNA1D	-0.5	0.002070255
ENSG00000157399	ARSL	-0.2	0.655432545
ENSG00000157404	KIT	-1.4	5.86E-11
ENSG00000157423	HYDIN	-0.2	0.728696924
ENSG00000157426	AASDH	0.1	0.663269507
ENSG00000157429	ZNF19	0.2	0.566845758
ENSG00000157445	CACNA2D3	-1.5	2.68E-05
ENSG00000157450	RNF111	-0.2	0.306497456
ENSG00000157456	CCNB2	1.5	0.001926619
ENSG00000157470	FAM81A	-1.7	1.09E-07
ENSG00000157483	MYO1E	0.9	0.006955287
ENSG00000157502	PWWP3B	-0.8	0.001586247
ENSG00000157510	AFAP1L1	0.4	0.240783778
ENSG00000157514	TSC22D3	-0.4	0.048102519
ENSG00000157538	VPS26C	0.1	0.659270541
ENSG00000157540	DYRK1A	-0.4	2.92E-09
ENSG00000157542	KCNJ6	-0.6	0.040551776
ENSG00000157551	KCNJ15	1.7	0.032633458
ENSG00000157554	ERG	1	0.004997402
ENSG00000157557	ETS2	-0.8	0.002614273
ENSG00000157570	TSPAN18	0.8	0.138023855
ENSG00000157578	LCA5L	0.6	0.271010328
ENSG00000157593	SLC35B2	0.1	0.788483205
ENSG00000157600	TMEM164	0.7	0.003041473
ENSG00000157601	MX1	-0.4	0.367715238
ENSG00000157613	CREB3L1	0.4	0.022390239
ENSG00000157617	C2CD2	0.2	0.607859225
ENSG00000157625	TAB3	-0.3	0.279444124
ENSG00000157637	SLC38A10	0.3	0.270720885
ENSG00000157653	C9orf43	0.8	0.098595487
ENSG00000157657	ZNF618	0.4	0.080806924
ENSG00000157680	DGKI	-1.2	1.16E-12
ENSG00000157693	TMEM268	-1.5	4.83E-07
ENSG00000157703	SVOPL	0.6	0.35506229
ENSG00000157734	SNX22	1.3	1.44E-05
ENSG00000157741	UBN2	0.4	0.214430242
ENSG00000157764	BRAF	-0.6	0.004796823
ENSG00000157765	SLC34A2	0.6	0.453848211
ENSG00000157766	ACAN	0.5	0.222248358
ENSG00000157778	PSMG3	-1.3	1.24E-04
ENSG00000157782	CABP1	-1.9	7.52E-08
ENSG00000157796	WDR19	-0.4	0.032808318
ENSG00000157800	SLC37A3	-0.6	5.19E-07
ENSG00000157823	AP3S2	-0.3	0.004745379
ENSG00000157827	FMNL2	1.2	0.006641548
ENSG00000157833	GAREM2	0.9	0.119582657
ENSG00000157851	DPYSL5	0.2	0.516431108
ENSG00000157856	DRC1	-1.6	7.82E-05
ENSG00000157869	RAB28	0.6	0.095483245
ENSG00000157870	PRXL2B	-0.5	0.079748055
ENSG00000157881	PANK4	-0.5	0.19854132
ENSG00000157890	MEGF11	1.7	1.81E-15
ENSG00000157895	C12orf43	-0.9	7.57E-05
ENSG00000157911	PEX10	0.3	0.18578965
ENSG00000157916	RER1	0.1	0.273706801
ENSG00000157927	RADIL	0.3	0.47085436
ENSG00000157933	SKI	0.1	0.656611846
ENSG00000157954	WIPI2	-0.4	0.155896382
ENSG00000157978	LDLRAP1	0.9	0.001726563
ENSG00000157985	AGAP1	0.3	0.226339608
ENSG00000157992	KRTCAP3	0.5	0.24818765
ENSG00000157999	ANKRD61	0.5	0.412168978
ENSG00000158006	PAFAH2	1	7.96E-05
ENSG00000158008	EXTL1	-1.3	4.01E-05
ENSG00000158014	SLC30A2	-0.4	0.632671314
ENSG00000158019	BABAM2	-0.5	0.001458442
ENSG00000158022	TRIM63	1.5	0.057836182
ENSG00000158023	CFAP251	-0.1	0.727881636
ENSG00000158042	MRPL17	-0.3	0.300468487
ENSG00000158050	DUSP2	-1.4	2.74E-04
ENSG00000158055	GRHL3	1.3	0.093724603
ENSG00000158062	UBXN11	-0.7	0.034098963
ENSG00000158077	NLRP14	-0.2	0.872351553
ENSG00000158079	PTPDC1	0.8	0.062126602
ENSG00000158089	GALNT14	-1.1	0.040293329
ENSG00000158092	NCK1	0.3	0.205124076
ENSG00000158104	HPD	0.1	0.884435948
ENSG00000158106	RHPN1	-0.1	0.915756361
ENSG00000158109	TPRG1L	-1.1	0.006969908
ENSG00000158113	LRRC43	-0.5	0.048057344
ENSG00000158122	PRXL2C	0.5	0.03407896
ENSG00000158156	XKR8	0.6	0.003177783
ENSG00000158158	CNNM4	-0.3	0.275418554
ENSG00000158161	EYA3	0.2	0.158974544
ENSG00000158164	TMSB15A	1.8	0.002761974
ENSG00000158169	FANCC	0.3	0.363099617
ENSG00000158195	WASF2	1.4	1.75E-10
ENSG00000158201	ABHD3	1	0.002927238
ENSG00000158220	ESYT3	-0.4	0.120451277
ENSG00000158234	FAIM	0.4	0.123207639
ENSG00000158246	TENT5B	0.3	0.571692545
ENSG00000158258	CLSTN2	-1.2	0.0033946
ENSG00000158270	COLEC12	0.8	0.056263436
ENSG00000158286	RNF207	-0.4	0.262490824
ENSG00000158290	CUL4B	0.2	0.574095421
ENSG00000158292	GPR153	-0.3	0.423444231
ENSG00000158296	SLC13A3	0.5	0.204303611
ENSG00000158301	GPRASP2	-1.4	3.76E-05
ENSG00000158315	RHBDL2	1	0.006087318
ENSG00000158321	AUTS2	0.3	0.280238742
ENSG00000158352	SHROOM4	1.2	0.004847079
ENSG00000158373	H2BC5	1.5	1.90E-10
ENSG00000158402	CDC25C	-0.9	0.214479159
ENSG00000158406	H4C8	0.5	0.064800358
ENSG00000158411	MITD1	0.5	0.072448944
ENSG00000158417	EIF5B	1.2	0.002736816
ENSG00000158423	RIBC1	2	2.60E-06
ENSG00000158428	CATIP	-0.2	0.836746051
ENSG00000158435	CNOT11	-0.1	0.252308662
ENSG00000158445	KCNB1	-1.8	2.06E-06
ENSG00000158457	TSPAN33	0.4	0.187596193
ENSG00000158458	NRG2	-0.3	0.236268286
ENSG00000158467	AHCYL2	0.5	0.10314115
ENSG00000158470	B4GALT5	-0.6	0.003622217
ENSG00000158473	CD1D	1.7	0.020363859
ENSG00000158480	SPATA2	-0.4	0.190682013
ENSG00000158483	FAM86C1P	-0.3	0.408159415
ENSG00000158486	DNAH3	-0.2	0.843853606
ENSG00000158516	CPA2	2.5	1.20E-05
ENSG00000158517	NCF1	1.1	0.166913951
ENSG00000158525	CPA5	-0.9	0.294625982
ENSG00000158526	TSR2	-0.2	0.209403444
ENSG00000158528	PPP1R9A	-0.1	0.584506712
ENSG00000158552	ZFAND2B	-0.6	0.003441809
ENSG00000158555	GDPD5	-0.6	0.265034042
ENSG00000158560	DYNC1I1	-1.4	7.66E-05
ENSG00000158578	ALAS2	2.6	6.02E-04
ENSG00000158615	PPP1R15B	0.7	0.044060074
ENSG00000158623	COPG2	-0.5	5.73E-06
ENSG00000158636	EMSY	0.4	0.114296722
ENSG00000158669	GPAT4	-0.2	0.462581606
ENSG00000158683	PKD1L1	0.7	0.102276749
ENSG00000158691	ZSCAN12	-0.1	0.845184173
ENSG00000158710	TAGLN2	1.5	3.13E-07
ENSG00000158711	ELK4	0.7	0.030548499
ENSG00000158714	SLAMF8	1.2	0.120730569
ENSG00000158715	SLC45A3	1.2	0.004904501
ENSG00000158716	DUSP23	0.4	0.388266097
ENSG00000158717	RNF166	0.2	0.554254484
ENSG00000158747	NBL1	-0.8	2.06E-09
ENSG00000158748	HTR6	-1.4	0.015107494
ENSG00000158769	F11R	1	0.001824909
ENSG00000158773	USF1	-0.4	0.142074703
ENSG00000158786	PLA2G2F	0.8	0.331318986
ENSG00000158792	SPATA2L	-0.8	0.00215301
ENSG00000158793	NIT1	-0.3	0.366696391
ENSG00000158796	DEDD	0.1	0.553098837
ENSG00000158805	ZNF276	0.6	0.066796286
ENSG00000158806	NPM2	-1.4	5.79E-04
ENSG00000158813	EDA	0.8	0.031397288
ENSG00000158815	FGF17	0.1	0.898334742
ENSG00000158816	VWA5B1	-0.6	0.476770444
ENSG00000158825	CDA	0.4	0.385310027
ENSG00000158828	PINK1	-0.3	0.250273616
ENSG00000158850	B4GALT3	-0.1	0.585131264
